Record Sequence Number,EQID,SSN,Earthquake Magnitude,Dip (deg),Rake Angle (deg),ClstD (km),Rjb (km),Repi (km),Rhyp (km),Rx,Source to Site Azimuth (deg),Preferred Vs30,GMX_C1,GMX_C2,GMX_C3,Dur,AI,minFreq,PGA (g),PGV (cm/sec),PGD (cm),T0.010s,T0.020s,T0.022s,T0.025s,T0.029s,T0.030s,T0.032s,T0.035s,T0.036s,T0.040s,T0.042s,T0.044s,T0.045s,T0.046s,T0.048s,T0.050s,T0.055s,T0.060s,T0.065s,T0.067s,T0.070s,T0.075s,T0.080s,T0.085s,T0.090s,T0.095s,T0.100s,T0.110s,T0.120s,T0.130s,T0.133s,T0.140s,T0.150s,T0.160s,T0.170s,T0.180s,T0.190s,T0.200s,T0.220s,T0.240s,T0.250s,T0.260s,T0.280s,T0.290s,T0.300s,T0.320s,T0.340s,T0.350s,T0.360s,T0.380s,T0.400s,T0.420s,T0.440s,T0.450s,T0.460s,T0.480s,T0.500s,T0.550s,T0.600s,T0.650s,T0.667s,T0.700s,T0.750s,T0.800s,T0.850s,T0.900s,T0.950s,T1.000s,T1.100s,T1.200s,T1.300s,T1.400s,T1.500s,T1.600s,T1.700s,T1.800s,T1.900s,T2.000s,T2.200s,T2.400s,T2.500s,T2.600s,T2.800s,T3.000s,T3.200s,T3.400s,T3.500s,T3.600s,T3.800s,T4.000s,T4.200s,T4.400s,T4.600s,T4.800s,T5.000s,T5.500s,T6.000s,T6.500s,T7.000s,T7.500s,T8.000s,T8.500s,T9.000s,T9.500s,T10.000s,T11.000s,T12.000s,T13.000s,T14.000s,T15.000s,T20.000s,File Name (Horizontal 1),File Name (Horizontal 2),File Name (Vertical)
2000063,2000004,2000124,6.8,70,-91,80.2013928,65.6070615,68.8138819,86.9650524,-65.61,-999,455,-999,-999,-999,99,99,-999,0.06749,5.7204,1.8397,0.06765949,0.06817426,0.06832504,0.06857818,0.06897385,0.06907433,0.06929206,0.06968106,0.06982201,0.07043825,0.07075046,0.07107721,0.0712586,0.07146818,0.07193292,0.07175363,0.07247576,0.0726288,0.07623744,0.07756291,0.08028523,0.083043,0.08449855,0.08624893,0.09007072,0.09764767,0.1073795,0.1331236,0.1464107,0.1241733,0.1251457,0.1247305,0.1395172,0.1449953,0.1661474,0.2100704,0.225949,0.2070926,0.2185468,0.2995902,0.2990562,0.2695016,0.2508505,0.2360363,0.2240767,0.1999958,0.2204912,0.2283114,0.218008,0.195594,0.1920843,0.1938103,0.1564936,0.1492597,0.1479945,0.1532351,0.1390507,0.1302027,0.1208574,0.1151778,0.1160142,0.1201462,0.1361258,0.1273045,0.1104165,0.1030339,0.08465847,0.07138117,0.06784339,0.05432795,0.05667735,0.06424243,0.05286136,0.03932398,0.03445731,0.04440879,0.0424317,0.0333914,0.02637884,0.01782127,0.01591239,0.0155492,0.01531205,0.0148284,0.0116203,0.009178572,0.008261426,0.007744022,0.007696473,0.007089191,0.006534345,0.005628301,0.005478906,0.00521671,0.005067096,0.003909536,0.002986394,0.002237772,0.001892935,0.001635492,0.001614355,0.001643002,0.00156228,0.001427144,0.001295725,0.001074445,0.000818127,0.000708914,0.000626452,0.000549356,0.000309035,NGAsubRSN2000063_RWWSNN.AT2,NGAsubRSN2000063_RWWSNE.AT2,NGAsubRSN2000063_RWWSNZ.AT2
2000065,2000004,2000126,6.8,70,-91,68.3181154,44.5656841,54.9631197,76.4755812,42.11,-999,453,-999,-999,-999,99,99,-999,0.25623,16.53,2.7355,0.2566583,0.2581911,0.2588094,0.259201,0.2589401,0.2587381,0.2606957,0.2616901,0.2615343,0.2633813,0.2619885,0.2612961,0.262795,0.2647544,0.2686559,0.2729944,0.2766531,0.2710476,0.2774955,0.278992,0.2785294,0.2736512,0.2742711,0.2775159,0.2768463,0.2795635,0.3018717,0.3172446,0.3553186,0.3632196,0.3502648,0.3252117,0.4056058,0.4182847,0.3899234,0.3816665,0.4320749,0.4930456,0.6036038,0.5717054,0.615849,0.702382,1.028684,1.155537,1.215093,1.090619,0.8897706,0.840923,0.8440526,0.7790608,0.7307208,0.6554481,0.624734,0.582763,0.53456,0.4749947,0.4729815,0.4951097,0.3907727,0.3558479,0.3313995,0.2653449,0.2289223,0.2057742,0.1864402,0.1616027,0.1394217,0.1222143,0.1240922,0.1218695,0.09405909,0.07524467,0.06931561,0.07907055,0.08275191,0.07483031,0.06677713,0.05856908,0.03874869,0.02791343,0.02433602,0.02113032,0.01656202,0.01386109,0.01203448,0.01064981,0.0100532,0.009507083,0.008570516,0.007785418,0.007280244,0.006961408,0.006633329,0.006294707,0.005937216,0.004942074,0.004387223,0.003933013,0.003209016,0.002658333,0.002474121,0.002293608,0.002111436,0.002006907,0.001848479,0.001512068,0.001248315,0.001038798,0.00087642,0.000767798,0.000450602,NGAsubRSN2000065_SP2ENN.AT2,NGAsubRSN2000065_SP2ENE.AT2,NGAsubRSN2000065_SP2ENZ.AT2
2000066,2000004,2000127,6.8,70,-91,53.8017957,20.5061528,26.0766489,59.2246706,27.69,-999,230,-999,-999,-999,99,99,-999,0.063338,10.136,4.005,0.06341292,0.06360265,0.06365114,0.06376974,0.06387318,0.06386381,0.06440245,0.06474106,0.06484345,0.06446616,0.06474158,0.06553457,0.0658723,0.06604792,0.06660391,0.06699084,0.0670883,0.06937541,0.06896175,0.06941515,0.06885173,0.06914723,0.07017898,0.07296509,0.08004857,0.08207421,0.08562436,0.08720881,0.09554856,0.1038221,0.1050079,0.1230493,0.1295867,0.146823,0.1846035,0.1973353,0.1825973,0.186108,0.1989276,0.1846117,0.1703808,0.1663624,0.1842493,0.1874968,0.178633,0.1521695,0.1361719,0.1354266,0.1275391,0.1284374,0.118952,0.1212725,0.1210927,0.1294883,0.126324,0.1129691,0.1255178,0.1307604,0.1291273,0.1413461,0.1455394,0.1407381,0.1335146,0.1286067,0.1229459,0.1265614,0.1320813,0.1222382,0.1397745,0.1293077,0.1272702,0.1168935,0.1269015,0.145029,0.1348868,0.1225805,0.1181684,0.1243996,0.1009311,0.08370414,0.07716686,0.06785396,0.06521398,0.05418974,0.04010071,0.03242675,0.03044448,0.02737726,0.02472246,0.02295909,0.0187205,0.01467236,0.01384968,0.01449014,0.01293197,0.008869879,0.007100033,0.006508262,0.006074128,0.005030902,0.004185852,0.003666942,0.003388743,0.00277494,0.002462432,0.00201948,0.001616407,0.001344881,0.001178716,0.001047463,0.000560821,NGAsubRSN2000066_TBPAENN.AT2,NGAsubRSN2000066_TBPAENE.AT2,NGAsubRSN2000066_TBPAENZ.AT2
2000067,2000004,2000128,6.8,70,-91,65.172022,40.3384313,50.9075651,73.6148774,37.86,-999,292,-999,-999,-999,99,99,-999,0.21806,16.653,3.2693,0.2192843,0.2256773,0.2297141,0.2380666,0.2478213,0.2477069,0.2385134,0.2433942,0.249381,0.2460815,0.2348522,0.2400396,0.2464953,0.2525731,0.2585748,0.2607935,0.2542682,0.2476915,0.2657535,0.273909,0.2807079,0.2721497,0.2655817,0.2652759,0.269765,0.297299,0.2824613,0.303201,0.3234835,0.3581553,0.3684095,0.3727735,0.4159754,0.4372479,0.4497725,0.4557748,0.4377932,0.4018503,0.5496204,0.6750459,0.6601555,0.5791787,0.5638139,0.5462523,0.5057063,0.4192075,0.3747405,0.3784382,0.4127092,0.5102453,0.5345436,0.6214956,0.6180986,0.6047168,0.6434404,0.6184689,0.5851856,0.6778359,0.6278514,0.5710002,0.5448642,0.4622163,0.3255595,0.266318,0.2031475,0.1937083,0.2076496,0.2154648,0.1753809,0.1481231,0.1267809,0.1111661,0.08868769,0.0832919,0.07327668,0.06169842,0.06629057,0.06514108,0.04811734,0.03019878,0.02659269,0.02406384,0.01879667,0.01482626,0.0124926,0.01115712,0.01060561,0.01006539,0.008859468,0.007743811,0.007244387,0.006811135,0.006406353,0.006118093,0.005872807,0.00509437,0.004526956,0.004265919,0.003664764,0.003146988,0.002750193,0.002442917,0.002197896,0.002182311,0.001918819,0.001600955,0.001362904,0.001218145,0.000982384,0.000842886,0.000428717,NGAsubRSN2000067_TKCOENN.AT2,NGAsubRSN2000067_TKCOENE.AT2,NGAsubRSN2000067_TKCOENZ.AT2
2000071,2000004,2000132,6.8,70,-91,94.9261869,79.129064,90.529911,104.9915939,46.86,-999,632,-999,-999,-999,99,99,-999,0.049609,4.2347,1.7224,0.0497293,0.05021935,0.05043547,0.05035743,0.05071036,0.05068713,0.05103353,0.05095954,0.05103114,0.05167363,0.05111747,0.04994183,0.05011488,0.05127742,0.0532155,0.05375142,0.05269323,0.05697201,0.0705023,0.07234245,0.07393983,0.07811107,0.07869599,0.08641884,0.08366063,0.08315646,0.09213255,0.1198417,0.1152489,0.120802,0.1249576,0.1090968,0.1398147,0.1542096,0.1415819,0.1449637,0.1165332,0.1022993,0.1282359,0.1152088,0.09710702,0.09936443,0.1040672,0.1188951,0.1386697,0.1387277,0.1179877,0.1178884,0.116705,0.1020617,0.08169033,0.07106157,0.06808722,0.0707024,0.07425226,0.08099383,0.08618388,0.07256223,0.05132514,0.04398287,0.04526567,0.0447829,0.03883305,0.03626437,0.03835223,0.04392017,0.04476039,0.04494808,0.04027498,0.03810558,0.03837526,0.03722794,0.03082763,0.02862548,0.02878191,0.02475551,0.02451019,0.02447711,0.01885463,0.01309117,0.01203308,0.01174681,0.01058423,0.009889577,0.007417667,0.006945319,0.006710784,0.006535635,0.005975649,0.005803649,0.005847712,0.00616581,0.005727304,0.006507833,0.005937631,0.005254956,0.005327537,0.004840615,0.004572585,0.003939942,0.003250909,0.00276659,0.002413575,0.002221225,0.001857141,0.001349733,0.000924052,0.000634347,0.000515021,0.000441634,0.000198708,NGAsubRSN2000071_BEVTENN.AT2,NGAsubRSN2000071_BEVTENE.AT2,NGAsubRSN2000071_BEVTENZ.AT2
2000072,2000004,2000133,6.8,70,-91,174.5236527,168.3167503,182.0721624,189.67826,-29.74,-999,334,-999,-999,-999,99,99,-999,0.012436,0.71281,0.14567,0.01246149,0.01253884,0.01255627,0.01263609,0.01269447,0.01270621,0.01271161,0.01281079,0.01282982,0.01281719,0.01291234,0.01293465,0.01283729,0.01270494,0.01252457,0.01285349,0.01303837,0.01372625,0.01419116,0.01466226,0.01521644,0.01523163,0.0161208,0.01826815,0.02076813,0.02115943,0.02222472,0.02567459,0.0284007,0.03216485,0.02961109,0.02616575,0.0300287,0.02805201,0.02625849,0.02786947,0.03071643,0.03329047,0.03425205,0.03525779,0.03591602,0.04102247,0.04206429,0.0421217,0.04068831,0.05154945,0.05269318,0.0541482,0.05961638,0.05480895,0.04005547,0.0323372,0.02739782,0.02623214,0.02489127,0.02018126,0.01753639,0.01775676,0.01632329,0.01181362,0.01063137,0.01098451,0.01006007,0.01025544,0.008558779,0.007062298,0.007042018,0.006400897,0.005197421,0.004655231,0.004116574,0.004204897,0.003529323,0.003493373,0.003567587,0.004026619,0.003855825,0.003452262,0.002879861,0.002617512,0.002593903,0.002709479,0.00213544,0.001954102,0.001815132,0.001458013,0.00125276,0.001023719,0.000915365,0.000759094,0.000658847,0.000579576,0.000523676,0.000441926,0.000409594,0.000448079,0.000439484,0.000347817,0.000309188,0.00024713,0.00020181,0.000197963,0.000191336,0.000181768,0.000154316,0.000109406,7.38E-05,5.35E-05,4.47E-05,3.59E-05,1.69E-05,NGAsubRSN2000072_CSOENN.AT2,NGAsubRSN2000072_CSOENE.AT2,NGAsubRSN2000072_CSOENZ.AT2
2000080,2000004,2000066,6.8,70,-91,48.7901623,15.8903442,20.641716,57.0407786,-15.89,-999,186,-999,-999,-999,99,99,-999,0.20535,17.457,3.2938,0.2058356,0.2141233,0.2130983,0.2161373,0.2203957,0.2218353,0.2246875,0.246032,0.2470184,0.2431111,0.2472504,0.2488048,0.2484616,0.2459488,0.2413082,0.2444359,0.240269,0.2338122,0.243997,0.2437957,0.2522542,0.2692766,0.2887331,0.2935089,0.3059021,0.3195556,0.3017084,0.3733526,0.3816906,0.3879193,0.3951856,0.4282746,0.4682095,0.4648938,0.4938138,0.5012456,0.4743797,0.4654591,0.5894245,0.5847999,0.5538063,0.5480325,0.7111022,0.7366495,0.7703981,0.695112,0.616269,0.5480365,0.551015,0.5401535,0.5022335,0.4908793,0.4972124,0.4984754,0.4943137,0.485627,0.5094431,0.4153929,0.4507081,0.5887136,0.5949949,0.5349645,0.3823428,0.2500005,0.1874546,0.175344,0.1775813,0.1916753,0.1887751,0.1614704,0.174645,0.1485856,0.1390001,0.1311897,0.1045999,0.08594163,0.072105,0.06890115,0.0517907,0.03992936,0.03725124,0.03650244,0.03259308,0.02641043,0.02063424,0.01569664,0.01471649,0.01388709,0.01269847,0.01185732,0.01150316,0.01186358,0.01170146,0.01123748,0.0105463,0.007876692,0.006570474,0.00565075,0.004818368,0.003979832,0.003331393,0.00303466,0.00280101,0.002565367,0.002260714,0.001932192,0.001539584,0.001380156,0.001215367,0.001047523,0.000460055,NGAsubRSN2000080_2101180.AT2,NGAsubRSN2000080_2101270.AT2,NGAsubRSN2000080_2101-UP.AT2
2000081,2000004,2000141,6.8,70,-91,47.1831235,2.7307282,8.2519217,53.8113761,9.91,-999,399,-999,-999,-999,99,99,-999,0.13964,7.7128,1.6619,0.1414184,0.1419492,0.1424505,0.1460414,0.1461878,0.1478912,0.1476113,0.1489719,0.1481247,0.1498344,0.1510009,0.1564029,0.1617926,0.1663837,0.1709023,0.1719108,0.1552416,0.1717541,0.2000713,0.2155088,0.2181462,0.2288104,0.2552042,0.2524651,0.2501001,0.2465714,0.2535844,0.3030639,0.3581316,0.3508069,0.3536943,0.3805337,0.4156179,0.4224112,0.3832973,0.3638771,0.315096,0.320727,0.3140928,0.3780473,0.3774146,0.3450251,0.2889622,0.2876896,0.319179,0.32307,0.2798921,0.2705057,0.2540858,0.2452809,0.2187717,0.1778255,0.1681579,0.176942,0.1809388,0.1829975,0.1738563,0.1299589,0.1157102,0.1148015,0.109756,0.09815809,0.1103962,0.1197261,0.1052425,0.09505732,0.08294227,0.07567714,0.08007464,0.07258404,0.06522317,0.06927197,0.06370975,0.06316092,0.05693436,0.0523486,0.04834113,0.04363892,0.03711508,0.04016664,0.03475023,0.02985896,0.02068378,0.01605345,0.01171302,0.009765585,0.008879426,0.007974404,0.007327009,0.006914841,0.006342604,0.005467854,0.004456665,0.004063382,0.003860307,0.00286657,0.002368331,0.001942588,0.001608098,0.001399771,0.001241122,0.001094685,0.000967277,0.000858452,0.000767254,0.000620702,0.000507647,0.000419095,0.0003514,0.000302532,0.000169697,NGAsubRSN2000081_2130237.AT2,NGAsubRSN2000081_2130327.AT2,NGAsubRSN2000081_2130-UP.AT2
2000089,2000004,2000148,6.8,70,-91,109.0148812,97.9288091,108.8243179,121.1210228,15.16,-999,386,-999,-999,-999,99,99,-999,0.043761,3.6959,0.90326,0.04383771,0.04413636,0.04415666,0.04420105,0.04452707,0.04466063,0.04468136,0.04487159,0.04485543,0.04527162,0.04541609,0.04547321,0.04569802,0.04606448,0.04636563,0.04602047,0.04477575,0.0465854,0.04738828,0.046829,0.04840426,0.0487541,0.05164917,0.05255266,0.05515484,0.05546927,0.05549452,0.06031922,0.06915378,0.08837459,0.08863673,0.0780287,0.08892845,0.08874633,0.09646953,0.1126757,0.1215321,0.1437755,0.1186947,0.1127693,0.1157345,0.1284409,0.1272691,0.1306225,0.1332657,0.1176586,0.0904527,0.09109643,0.09193502,0.08709703,0.09825724,0.1016312,0.1036105,0.1091312,0.1143872,0.1206664,0.1233773,0.10405,0.06644946,0.04688876,0.04276878,0.04300563,0.04442964,0.04108318,0.04279054,0.04498801,0.04605389,0.04893219,0.0481511,0.04146747,0.03940217,0.03020659,0.02640625,0.02268394,0.01950584,0.01741036,0.014115,0.01227604,0.01017862,0.007267287,0.006596293,0.006086743,0.005497084,0.005244069,0.004927043,0.004254892,0.004029086,0.004155663,0.004020558,0.003848049,0.003855723,0.003301483,0.00274511,0.002658271,0.002322232,0.002323776,0.002276566,0.002127486,0.001925921,0.001666525,0.001349196,0.001050068,0.000848896,0.000671155,0.000576092,0.00043633,0.000344911,0.000277463,0.000228103,0.000191253,9.69E-05,NGAsubRSN2000089_7029360.AT2,NGAsubRSN2000089_7029090.AT2,NGAsubRSN2000089_7029-UP.AT2
2000093,2000004,2000152,6.8,70,-91,148.3958946,139.5127271,150.70689,159.8128176,33.5,-999,294,-999,-999,-999,99,99,-999,0.031273,2.4079,0.46114,0.03131919,0.03150723,0.03148668,0.03155553,0.03182941,0.03189162,0.03189307,0.03252066,0.03257332,0.03283743,0.03269311,0.03298504,0.03311178,0.03299727,0.03262235,0.03232399,0.03326031,0.0332164,0.03478321,0.03525114,0.03448141,0.03477302,0.03636697,0.04057859,0.039914,0.0401827,0.04061517,0.05051222,0.05127285,0.05409243,0.05474211,0.05857025,0.06386493,0.07082391,0.07066612,0.07154976,0.06990272,0.06574215,0.07917211,0.07721026,0.08331013,0.08926707,0.09666768,0.09253751,0.0950369,0.09462363,0.08581895,0.08684599,0.09216731,0.09274654,0.08874492,0.07921248,0.08354558,0.08421977,0.0889193,0.09424944,0.09474753,0.09765711,0.06959356,0.05451843,0.05109022,0.05073717,0.04610602,0.04042127,0.03925304,0.03571963,0.03468308,0.034484,0.03320213,0.03203601,0.03186779,0.02957258,0.02591568,0.02281744,0.01917027,0.01941205,0.01976713,0.01477265,0.01032997,0.007998728,0.006574234,0.005847182,0.00476545,0.003744354,0.002992556,0.002667076,0.002514333,0.002390195,0.002272211,0.002079128,0.001823994,0.001634681,0.001427017,0.001416624,0.001260214,0.001055258,0.000850692,0.000686524,0.000594331,0.000481589,0.000436429,0.000387573,0.000399119,0.000361047,0.000296129,0.000229796,0.000172123,0.000134069,0.000101576,8.94E-05,4.90E-05,NGAsubRSN2000093_7033090.AT2,NGAsubRSN2000093_7033180.AT2,NGAsubRSN2000093_7033-UP.AT2
2000097,2000004,2000156,6.8,70,-91,98.5485975,87.0852982,94.4637705,108.4019092,-77.7,-999,358,-999,-999,-999,99,99,-999,0.018292,1.2771,0.60512,0.01837673,0.01854702,0.01861044,0.01882039,0.01901037,0.01912363,0.01935798,0.0194642,0.01978039,0.02065299,0.02105604,0.02177774,0.02208818,0.02237848,0.02315089,0.02406786,0.02594024,0.03285696,0.03772117,0.03831943,0.04250604,0.04892797,0.0558578,0.05915196,0.05187395,0.04672609,0.04028423,0.04622586,0.04005787,0.03767145,0.03726528,0.03664731,0.04125824,0.05283539,0.04914587,0.04656314,0.05031266,0.0515883,0.04484873,0.03832393,0.03729438,0.03615193,0.02849566,0.02676675,0.02530884,0.02964063,0.03090956,0.02930282,0.0289147,0.02941269,0.03216727,0.03549058,0.033441,0.0311323,0.02903338,0.02666822,0.02379277,0.01813318,0.01693757,0.01487395,0.01441878,0.01539,0.01634661,0.01466923,0.01383083,0.01394679,0.01179796,0.01048532,0.008990997,0.01071553,0.01173744,0.01474852,0.01749172,0.01972572,0.01780031,0.01351219,0.01080719,0.00886271,0.005861705,0.004405202,0.003739109,0.003358016,0.003037667,0.002953016,0.002999635,0.002719869,0.002510151,0.002282843,0.001923331,0.001781234,0.001727535,0.001582731,0.001408277,0.00128577,0.001231304,0.001197416,0.001119803,0.000964791,0.000856624,0.000753515,0.000668975,0.00058629,0.00051684,0.000461568,0.000419542,0.000350568,0.000274725,0.000210395,0.00016266,0.000136306,6.99E-05,NGAsubRSN2000097_7039360.AT2,NGAsubRSN2000097_7039090.AT2,NGAsubRSN2000097_7039-UP.AT2
2000098,2000004,2000157,6.8,70,-91,82.8057865,66.6943204,78.0092227,94.4087327,23.13,-999,285,-999,-999,-999,99,99,-999,0.054935,4.1405,1.0207,0.05514831,0.05540185,0.05537573,0.05645001,0.0550328,0.0563169,0.05795419,0.0576586,0.05734282,0.05594754,0.05870935,0.06195029,0.0638669,0.06568806,0.06808489,0.06692269,0.06912642,0.07034364,0.07516491,0.07673221,0.08152152,0.08327045,0.08679719,0.08949774,0.1009337,0.09659785,0.107042,0.1053663,0.1226474,0.1070541,0.1060275,0.09858591,0.1029799,0.1043698,0.0969108,0.09808095,0.09709797,0.09811049,0.1229181,0.1477035,0.1666882,0.1759616,0.2049744,0.2076622,0.198066,0.1657048,0.1419428,0.1341669,0.1211565,0.1252702,0.1282609,0.1206789,0.119326,0.1219362,0.1275599,0.1434648,0.1589991,0.1430669,0.09072267,0.08023158,0.07915502,0.07735616,0.05525544,0.0393123,0.03782752,0.03617845,0.03887736,0.04196787,0.04770914,0.04309458,0.04248761,0.04357564,0.04437032,0.04524832,0.04671197,0.03636602,0.03502868,0.0277724,0.01835839,0.01233189,0.0117124,0.01046185,0.00828539,0.007126402,0.005838119,0.0048809,0.004332174,0.004346479,0.004214542,0.003600244,0.003289541,0.003057839,0.002786925,0.002616572,0.002796821,0.003147364,0.003021576,0.002375328,0.001979331,0.001571271,0.001301014,0.001108315,0.000963509,0.000843493,0.000705337,0.000613033,0.000463226,0.000353816,0.000283506,0.000245814,0.000128746,NGAsubRSN2000098_7040270.AT2,NGAsubRSN2000098_7040360.AT2,NGAsubRSN2000098_7040-UP.AT2
2000888,2000014,2000593,6.55,86,11,84.9997484,83.0720003,94.9151214,97.3614549,-32.3,-999,665,-999,-999,-999,99,99,-999,0.013771,1.2052,0.42266,0.01387384,0.01422047,0.01433872,0.01447128,0.01486575,0.01485182,0.01525757,0.01582543,0.01608483,0.01804811,0.01848105,0.02063723,0.02138723,0.02206334,0.0242282,0.0268784,0.03327293,0.04042446,0.04235645,0.04314287,0.04119045,0.04069194,0.04136695,0.03312643,0.03183639,0.03005432,0.02941578,0.02965133,0.03155352,0.03145992,0.03079607,0.03481834,0.03743539,0.04346181,0.03564518,0.0297338,0.02788677,0.02907727,0.03532338,0.03632405,0.0330788,0.02937835,0.02709265,0.02620016,0.02537046,0.0264197,0.02826022,0.02606076,0.02466379,0.02222168,0.02160073,0.0221514,0.022996,0.02282069,0.02165624,0.0202318,0.01973583,0.02032616,0.01422737,0.01464816,0.0137953,0.01367169,0.01179209,0.01179039,0.01045293,0.01140588,0.01197284,0.01212143,0.01479235,0.01442625,0.01501757,0.01345909,0.01466292,0.01240929,0.01168819,0.01297388,0.01206335,0.009270558,0.00760222,0.006816593,0.005800154,0.005251916,0.003793312,0.003849294,0.004467104,0.004290028,0.003726679,0.003274334,0.003044199,0.002968783,0.002299179,0.002011838,0.001654188,0.001412187,0.001325367,0.001272761,0.00128512,0.001070892,0.000770365,0.000593052,0.000514016,0.000490184,0.000495669,0.000473562,0.000401552,0.000250139,0.000219086,0.000183005,0.000163141,0.000132718,5.50E-05,NGAsubRSN2000888_89146360.AT2,NGAsubRSN2000888_89146090.AT2,NGAsubRSN2000888_89146-UP.AT2
2000889,2000014,2000594,6.55,86,11,43.2180578,39.291227,46.7817511,51.5645699,-34.65,-999,362,-999,-999,-999,99,99,-999,0.14363,11.305,2.3882,0.1438896,0.1443095,0.1448705,0.146226,0.1485084,0.1492104,0.1501468,0.1512941,0.1516829,0.152064,0.1511918,0.1518048,0.1528157,0.154019,0.1562916,0.1570422,0.1619175,0.1631548,0.1629926,0.1614076,0.1616735,0.1728802,0.1838222,0.1824524,0.1867344,0.2142328,0.2258862,0.2242683,0.2478795,0.2769854,0.3004713,0.3501759,0.4062102,0.4198814,0.4494991,0.4278527,0.4384388,0.4316692,0.4082376,0.5044332,0.5268635,0.4881506,0.4035449,0.3849487,0.3615444,0.329368,0.2973038,0.3021176,0.2924738,0.3006313,0.3083927,0.2979682,0.2815159,0.2785503,0.2726041,0.2603185,0.2578467,0.2138007,0.1965246,0.1630468,0.1615264,0.1538732,0.1437359,0.1381238,0.1454314,0.1475793,0.130612,0.1289342,0.1231963,0.1204934,0.1144563,0.09348448,0.07719058,0.06298739,0.05624443,0.05085119,0.04674378,0.04247283,0.03785125,0.02775911,0.02414438,0.02155273,0.01976831,0.01806497,0.01641729,0.01577836,0.01439447,0.0142294,0.01520773,0.01234245,0.009871549,0.00865051,0.007976613,0.00777356,0.007161726,0.005871591,0.004096215,0.00351891,0.002777973,0.002592488,0.002225602,0.001938939,0.001709915,0.00149999,0.001342019,0.001031668,0.000783265,0.000621277,0.000517595,0.00044843,0.000248625,NGAsubRSN2000889_89255360.AT2,NGAsubRSN2000889_89255090.AT2,NGAsubRSN2000889_89255-UP.AT2
2000890,2000014,2000588,6.55,86,11,43.5724518,39.6807076,46.9422041,51.7101842,-35.42,-999,362,-999,-999,-999,99,99,-999,0.13099,11.68,2.3422,0.1313265,0.1324698,0.1328965,0.1336818,0.1347074,0.1347703,0.1357324,0.137383,0.1380773,0.1375523,0.1405067,0.1420634,0.1398609,0.1395873,0.1397671,0.1424224,0.1526429,0.154616,0.1523206,0.1553721,0.1591184,0.1599142,0.1836735,0.2178991,0.2549237,0.2707912,0.2657568,0.2979144,0.357298,0.3308432,0.3231103,0.3367289,0.3838549,0.4441046,0.4334806,0.391073,0.3682395,0.3635025,0.3581478,0.3128781,0.3101381,0.3017015,0.3005674,0.3170165,0.3284705,0.364031,0.3326683,0.2922533,0.2571848,0.2413672,0.2487172,0.2399272,0.2196256,0.2213536,0.2216566,0.2226452,0.2208237,0.1904304,0.1883581,0.1885274,0.1849063,0.1711113,0.1566793,0.1537164,0.1473624,0.1443206,0.1242617,0.1092148,0.1100477,0.113492,0.09851623,0.09131103,0.08162321,0.07197745,0.06363428,0.05693817,0.05354962,0.04838606,0.03966405,0.02949119,0.02367849,0.02083359,0.01750451,0.01525151,0.01494504,0.01305365,0.01179569,0.01140951,0.01039361,0.009876421,0.008949548,0.008038537,0.007398567,0.00681277,0.006545627,0.004891352,0.003503874,0.003098315,0.002444775,0.002061112,0.001740684,0.001484631,0.00130461,0.001164723,0.001042464,0.000845406,0.000699173,0.00058932,0.000504671,0.000437741,0.000243323,NGAsubRSN2000890_89486360.AT2,NGAsubRSN2000890_89486090.AT2,NGAsubRSN2000890_89486-UP.AT2
2000891,2000014,2000587,6.55,86,11,41.2136338,37.0751077,48.7785549,53.3827691,-16.6,-999,285,-999,-999,-999,99,99,-999,0.24205,24.152,6.62,0.242202,0.2427059,0.2428389,0.2432103,0.2435298,0.2435196,0.243622,0.2442114,0.2441836,0.2444306,0.2433127,0.2437219,0.2444189,0.2458982,0.2485108,0.2491702,0.2466274,0.2476438,0.2520772,0.2533514,0.2525556,0.2561306,0.2621716,0.2691206,0.2770768,0.2777498,0.2768717,0.2715419,0.2775578,0.2958547,0.2954661,0.2971089,0.3134338,0.3516098,0.362943,0.3643462,0.4128775,0.421709,0.395383,0.5098268,0.5347655,0.5115775,0.4526711,0.4886803,0.5430312,0.625833,0.6216956,0.5786985,0.5345722,0.4928332,0.5154002,0.545345,0.5642297,0.5664659,0.5648972,0.5554237,0.5313938,0.4613495,0.4415536,0.4076687,0.3850461,0.3630758,0.3174641,0.2961303,0.2714466,0.2495679,0.2302803,0.233848,0.2375339,0.2211686,0.2117398,0.1923332,0.174161,0.1500774,0.1261276,0.1104751,0.1011727,0.0924826,0.07773671,0.0663038,0.06483393,0.05946726,0.05332139,0.04845526,0.04356677,0.03945906,0.03706039,0.03565729,0.03138213,0.02627907,0.0221934,0.0195774,0.01717726,0.01537358,0.01388906,0.01060445,0.008750065,0.007335371,0.006218993,0.005482862,0.004865958,0.00434009,0.003885298,0.003489655,0.00314781,0.002579754,0.002131631,0.001782661,0.001510294,0.001295792,0.000698013,NGAsubRSN2000891_89509360.AT2,NGAsubRSN2000891_89509090.AT2,NGAsubRSN2000891_89509-UP.AT2
